"AA","Int","Probibility","P_value","delabel"
"EK","I6","0.0253164556962025","0.0355603461024399","EK"
"EL","I2_P","0","0.248328418900775",NA
"EL","I3_P","0","0.255638395988965",NA
"EL","I2_A","-0.00272331154684096","0.344501446257088",NA
"EL","I3_A","-0.00544662309368192","0.237091552188806",NA
"EL","I1","0.0214098378204785","0.0329193575607219","EL"
"EL","I4","0.0214098378204785","0.0329193575607219","EL"
"EL","I5","0.0609782374488257","0.00231360468923694","EL"
"EL","I6","0.0313209996754301","0.0133943589943846","EL"
"EM","I2_P","0","0.248328418900775",NA
"EM","I3_P","0","0.255638395988965",NA
"EM","I2_A","0","0.240925848035997",NA
"EM","I3_A","0","0.240925848035997",NA
"EM","I1","-0.0124712305304287","0.148714103059496",NA
"EM","I4","-0.0124712305304287","0.148714103059496",NA
"EM","I5","0","0.268081696093435",NA
"EM","I6","-0.00854700854700855","0.257629827044182",NA
"EN","I2_P","0","0.248328418900775",NA
"EN","I3_P","0","0.255638395988965",NA
"EN","I2_A","0","0.240925848035997",NA
"EN","I3_A","-0.00925925925925926","0.240925848035997",NA
"EN","I1","0.0127388535031847","0.233793508785089",NA
"EN","I4","0.0127388535031847","0.233793508785089",NA
"EN","I5","0","0.268081696093435",NA
"EN","I6","0.0506329113924051","6.32204273908978e-05","EN"
"EP","I2_P","0","0.248328418900775",NA
"EP","I3_P","0","0.255638395988965",NA
"EP","I2_A","0","0.240925848035997",NA
"EP","I3_A","0","0.240925848035997",NA
"EP","I1","0","0.265828908731312",NA
"EP","I4","0","0.265828908731312",NA
"EP","I5","0","0.268081696093435",NA
"EP","I6","0","0.257629827044182",NA
"EQ","I2_P","0","0.248328418900775",NA
"EQ","I3_P","0","0.255638395988965",NA
"EQ","I2_A","0","0.240925848035997",NA
"EQ","I3_A","0","0.240925848035997",NA
"EQ","I1","0.0491891023925494","0.00172616264735163","EQ"
"EQ","I4","0.0491891023925494","0.00172616264735163","EQ"
"EQ","I5","-0.0019931049342814","0.354413089750588",NA
"EQ","I6","0","0.257629827044182",NA
"ER","I2_P","0","0.248328418900775",NA
"ER","I3_P","0","0.255638395988965",NA
"ER","I2_A","-0.00925925925925926","0.240925848035997",NA
"ER","I3_A","0","0.240925848035997",NA
"ER","I1","-0.00813573837178183","0.166265456411635",NA
"ER","I4","-0.00813573837178183","0.166265456411635",NA
