"AA","Int","Probibility","P_value","delabel"
"DW","I5","-0.000169632","0.229530922911602",NA
"DW","I6","-0.000169632","0.232203527444892",NA
"DY","I2_P","-0.00107063272727273","0.318416203635429",NA
"DY","I3_P","-0.00105690666666667","0.312224741126222",NA
"DY","I2_A","-0.00067944","0.251655976682804",NA
"DY","I3_A","-0.00067944","0.251655976682804",NA
"DY","I1","-0.00120789333333333","0.302404435669018",NA
"DY","I4","-0.00120789333333333","0.302404435669018",NA
"DY","I5","-0.00067944","0.229530922911602",NA
"DY","I6","-0.00067944","0.232203527444892",NA
"EA","I2_P","0","0.318416203635429",NA
"EA","I3_P","0","0.312224741126222",NA
"EA","I2_A","-0.0117733","0.0623931070591316",NA
"EA","I3_A","0.00373057596899225","0.243439268374391",NA
"EA","I1","0","0.302404435669018",NA
"EA","I4","0","0.302404435669018",NA
"EA","I5","-0.00322629145299145","0.339938202286805",NA
"EA","I6","-0.00336993865546219","0.341138515628913",NA
"EC","I2_P","0","0.318416203635429",NA
"EC","I3_P","0","0.312224741126222",NA
"EC","I2_A","-0.00103555","0.251655976682804",NA
"EC","I3_A","-0.00103555","0.251655976682804",NA
"EC","I1","0","0.302404435669018",NA
"EC","I4","0","0.302404435669018",NA
"EC","I5","-0.00103555","0.229530922911602",NA
"EC","I6","-0.00103555","0.232203527444892",NA
"ED","I2_P","0","0.318416203635429",NA
"ED","I3_P","0","0.312224741126222",NA
"ED","I2_A","-0.0063384","0.251655976682804",NA
"ED","I3_A","-0.0063384","0.251655976682804",NA
"ED","I1","0","0.302404435669018",NA
"ED","I4","0","0.302404435669018",NA
"ED","I5","0.00220860854700855","0.339938202286805",NA
"ED","I6","-0.0063384","0.232203527444892",NA
"EE","I2_P","-0.0447074545454545","0.00288436605476404","EE"
"EE","I3_P","-0.0368254242424242","0.0159661291003917","EE"
"EE","I2_A","-0.0115690620155039","0.174971974144083",NA
"EE","I3_A","-0.0115690620155039","0.174971974144083",NA
"EE","I1","0.026204862745098","0.0948683742378729",NA
